CSDUID,CSDNAME,Type,Price,Bedrooms,Bathrooms,Hydro,Heat,Water,Size,Agreement Type,Population,Province,combined_coordinates
3534020,Central Elgin,House,3200.0,5.0,3.0,0,0,0,2086.0,Month-to-month,13969,Ontario,"42.6647776,-81.2229672"
3534021,St. Thomas,House,3200.0,4.0,2.5,0,0,0,2400.0,1 Year,44552,Ontario,"42.8072076,-81.1640691"
3534021,St. Thomas,Apartment,1585.0,2.0,1.0,0,1,1,785.0,1 Year,44552,Ontario,"42.7948122,-81.1667283"
3534021,St. Thomas,Apartment,1050.0,1.0,1.0,0,0,1,650.0,1 Year,44552,Ontario,"42.7788024,-81.1794761"
3534021,St. Thomas,Apartment,1505.0,2.0,1.0,0,0,1,812.0,1 Year,44552,Ontario,"42.7787749,-81.1993745"
3534021,St. Thomas,Apartment,1385.0,1.0,1.0,0,0,1,574.0,1 Year,44552,Ontario,"42.7787749,-81.1993745"
3534021,St. Thomas,Apartment,900.0,0.5,1.0,1,1,1,800.0,Month-to-month,44552,Ontario,"42.7740205,-81.1958486"
3534021,St. Thomas,Apartment,1495.0,2.0,1.0,0,0,1,850.0,1 Year,44552,Ontario,"42.7733866,-81.1624539"
3534021,St. Thomas,Basement,1200.0,1.0,1.0,0,0,1,2000.0,Month-to-month,44552,Ontario,"42.7706301,-81.1552176"
3534021,St. Thomas,House,2700.0,3.5,2.0,0,0,0,1600.0,Month-to-month,44552,Ontario,"42.7663637,-81.1726443"
3534021,St. Thomas,House,1500.0,2.0,1.0,1,1,1,1150.0,1 Year,44552,Ontario,"42.7661722,-81.1756111"
3534021,St. Thomas,House,2400.0,3.0,1.5,0,0,0,2600.0,1 Year,44552,Ontario,"42.7640657,-81.1914571"
3534021,St. Thomas,Townhouse,2700.0,4.0,3.5,0,0,0,2300.0,1 Year,44552,Ontario,"42.7495232,-81.1555856"
3534021,St. Thomas,Apartment,1975.0,3.0,1.0,0,0,0,1000.0,1 Year,44552,Ontario,"42.7806387,-81.1964522"
3534021,St. Thomas,Apartment,1300.0,1.0,1.0,0,1,1,650.0,1 Year,44552,Ontario,"42.7812351,-81.1913842"
3534021,St. Thomas,Apartment,1250.0,1.0,1.0,1,1,1,750.0,1 Year,44552,Ontario,"42.7580875,-81.1924904"
3534021,St. Thomas,Apartment,2225.0,2.0,1.0,0,0,0,880.0,1 Year,44552,Ontario,"42.7890007,-81.1830178"
3534021,St. Thomas,Apartment,1550.0,2.0,1.0,0,1,1,900.0,1 Year,44552,Ontario,"42.7890007,-81.1830178"
3534021,St. Thomas,Apartment,1450.0,1.0,1.0,0,0,1,574.0,1 Year,44552,Ontario,"42.7787749,-81.1993745"
3534021,St. Thomas,Apartment,1670.0,2.0,1.0,0,1,1,785.0,1 Year,44552,Ontario,"42.7948122,-81.1667283"
3534021,St. Thomas,Apartment,1450.0,1.0,1.0,1,1,1,900.0,1 Year,44552,Ontario,"42.7709844,-81.2085052"
3534021,St. Thomas,Apartment,1250.0,1.0,1.0,0,1,1,700.0,1 Year,44552,Ontario,"42.7739591,-81.1930932"
3534021,St. Thomas,Apartment,1595.0,2.0,1.0,0,1,1,850.0,1 Year,44552,Ontario,"42.7738938,-81.1589866"
3534021,St. Thomas,Apartment,1800.0,2.0,1.0,1,1,1,700.0,1 Year,44552,Ontario,"42.7788024,-81.1794761"
3534021,St. Thomas,Apartment,1050.0,1.0,1.0,1,1,1,400.0,1 Year,44552,Ontario,"42.773427,-81.189053"
3534021,St. Thomas,Apartment,1200.0,1.0,1.0,0,0,1,550.0,1 Year,44552,Ontario,"42.779296,-81.199465"
3534021,St. Thomas,Apartment,1570.0,2.0,1.0,0,0,1,812.0,1 Year,44552,Ontario,"42.7787749,-81.1993745"
3534021,St. Thomas,Duplex/Triplex,1700.0,3.0,1.0,0,0,0,800.0,1 Year,44552,Ontario,"42.78129,-81.18783"
3534021,St. Thomas,Duplex/Triplex,1950.0,2.0,1.0,0,1,1,1000.0,1 Year,44552,Ontario,"42.7745799,-81.1874098"
3534021,St. Thomas,House,2800.0,3.0,2.0,0,0,0,1800.0,1 Year,44552,Ontario,"42.8066485,-81.1678376"
3534021,St. Thomas,House,2700.0,4.5,2.5,1,1,1,2700.0,1 Year,44552,Ontario,"42.7588907,-81.1513625"
3534021,St. Thomas,House,2600.0,3.0,2.5,0,0,0,2666.0,1 Year,44552,Ontario,"42.7604121,-81.1532616"
3534021,St. Thomas,House,2995.0,4.0,3.0,0,0,0,2200.0,1 Year,44552,Ontario,"42.7587151,-81.1538599"
3534021,St. Thomas,House,3000.0,4.0,2.5,1,1,1,2000.0,1 Year,44552,Ontario,"42.7637347,-81.1812954"
3534021,St. Thomas,House,2500.0,4.0,3.0,0,0,0,2500.0,1 Year,44552,Ontario,"42.7818126,-81.1989699"
3534021,St. Thomas,House,1785.0,3.0,1.0,0,0,0,1200.0,1 Year,44552,Ontario,"42.7755446,-81.1469053"
3534021,St. Thomas,House,2800.0,4.0,2.5,0,0,0,2220.0,1 Year,44552,Ontario,"42.7890007,-81.1830178"
3534021,St. Thomas,House,2595.0,3.0,3.5,0,0,0,1500.0,Not Available,44552,Ontario,"42.7495328,-81.156016"
3534021,St. Thomas,House,2300.0,3.0,1.5,0,0,0,1770.0,1 Year,44552,Ontario,"42.7745123,-81.1972882"
3534021,St. Thomas,House,3345.0,4.0,2.5,0,0,0,2300.0,1 Year,44552,Ontario,"42.7890007,-81.1830178"
3534021,St. Thomas,House,2400.0,3.0,1.5,0,0,0,1500.0,1 Year,44552,Ontario,"42.7834345,-81.1878142"
3534021,St. Thomas,House,2900.0,4.0,2.5,0,0,0,2300.0,1 Year,44552,Ontario,"42.7719725,-81.1532766"
3534021,St. Thomas,House,2600.0,4.0,3.0,0,0,0,2200.0,1 Year,44552,Ontario,"42.7890007,-81.1830178"
3534021,St. Thomas,House,2650.0,3.0,2.5,0,0,0,1800.0,1 Year,44552,Ontario,"42.7740563,-81.1601065"
3534021,St. Thomas,Townhouse,2500.0,4.0,3.5,0,0,0,2200.0,1 Year,44552,Ontario,"42.7605573,-81.1520084"
3534024,Southwold,House,3100.0,4.0,2.5,0,0,0,2450.0,1 Year,4990,Ontario,"42.7944119,-81.2849169"
3534024,Southwold,House,2700.0,2.0,2.0,0,0,0,1508.0,1 Year,4990,Ontario,"42.7944119,-81.2849169"
3534024,Southwold,House,2200.0,4.0,3.0,0,0,0,2140.0,1 Year,4990,Ontario,"42.779457,-81.2794123"
3534024,Southwold,House,2900.0,4.0,3.0,1,1,1,2140.0,1 Year,4990,Ontario,"42.779457,-81.2794123"
3534024,Southwold,House,3000.0,4.0,2.5,0,0,0,2400.0,1 Year,4990,Ontario,"42.7944119,-81.2849169"
3534042,West Elgin,Duplex/Triplex,1900.0,3.0,1.0,0,1,1,1800.0,1 Year,5215,Ontario,"42.603779,-81.606653"
3536020,Chatham-Kent,House,2000.0,3.0,1.0,0,0,0,1033.0,Month-to-month,108689,Ontario,"42.5962356,-82.4007131"
3536020,Chatham-Kent,Apartment,1650.0,3.0,1.0,0,0,1,1100.0,Month-to-month,108689,Ontario,"42.5943073,-82.4247013"
3536020,Chatham-Kent,Apartment,1299.0,2.0,1.0,1,1,1,850.0,1 Year,108689,Ontario,"42.5932426,-82.3725124"
3536020,Chatham-Kent,Apartment,1450.0,2.0,1.0,0,0,1,800.0,1 Year,108689,Ontario,"42.5926445,-82.3882529"
3536020,Chatham-Kent,Townhouse,2300.0,3.0,2.5,0,0,0,1500.0,1 Year,108689,Ontario,"42.5905201,-82.179181"
3536020,Chatham-Kent,House,2350.0,3.0,2.0,1,1,0,1200.0,1 Year,108689,Ontario,"42.5876572,-82.377903"
3536020,Chatham-Kent,House,2200.0,3.0,1.5,0,0,0,1450.0,Month-to-month,108689,Ontario,"42.583522,-82.3806779"
3536020,Chatham-Kent,House,1600.0,3.0,1.5,0,0,0,1500.0,1 Year,108689,Ontario,"42.5534576,-81.9761626"
3536020,Chatham-Kent,Duplex/Triplex,1650.0,2.5,1.5,0,0,1,2200.0,1 Year,108689,Ontario,"42.4508553,-82.1115119"
3536020,Chatham-Kent,Duplex/Triplex,1300.0,2.5,1.0,0,0,0,1200.0,1 Year,108689,Ontario,"42.4475245,-81.8552196"
3536020,Chatham-Kent,Apartment,1750.0,2.5,2.0,1,1,1,850.0,1 Year,108689,Ontario,"42.4396793,-81.8877231"
3536020,Chatham-Kent,Apartment,1200.0,1.5,1.0,1,1,1,550.0,1 Year,108689,Ontario,"42.4373183,-81.8859834"
3536020,Chatham-Kent,Apartment,950.0,1.0,1.0,0,0,1,500.0,Month-to-month,108689,Ontario,"42.4319935,-82.3426285"
3536020,Chatham-Kent,House,2300.0,3.0,2.0,0,0,0,2000.0,1 Year,108689,Ontario,"42.4228062,-82.1784656"
3536020,Chatham-Kent,Apartment,1610.0,2.0,1.0,0,0,1,785.0,1 Year,108689,Ontario,"42.416252,-82.1793934"
3536020,Chatham-Kent,House,2250.0,4.5,2.0,0,0,0,1500.0,1 Year,108689,Ontario,"42.4156464,-82.1878475"
3536020,Chatham-Kent,Duplex/Triplex,1650.0,2.0,1.0,0,0,0,1000.0,1 Year,108689,Ontario,"42.415441,-82.2072159"
3536020,Chatham-Kent,Duplex/Triplex,1650.0,2.0,1.0,0,0,0,950.0,1 Year,108689,Ontario,"42.415441,-82.2072159"
3536020,Chatham-Kent,Apartment,1525.0,2.0,1.0,0,1,1,810.0,1 Year,108689,Ontario,"42.4149255,-82.2058144"
3536020,Chatham-Kent,Apartment,1325.0,1.0,1.0,0,1,1,595.0,1 Year,108689,Ontario,"42.4149255,-82.2058144"
3536020,Chatham-Kent,Apartment,1175.0,0.5,1.0,0,1,1,595.0,1 Year,108689,Ontario,"42.4149255,-82.2058144"
3536020,Chatham-Kent,Apartment,1435.0,1.0,1.0,0,1,1,618.0,1 Year,108689,Ontario,"42.4138706,-82.2093818"
3536020,Chatham-Kent,Townhouse,1715.0,2.0,2.5,0,0,0,1170.0,1 Year,108689,Ontario,"42.412852,-82.1992913"
3536020,Chatham-Kent,Apartment,1000.0,2.5,1.5,1,1,1,1000.0,1 Year,108689,Ontario,"42.4122329,-82.1960033"
3536020,Chatham-Kent,Apartment,1550.0,2.0,1.0,1,1,1,800.0,1 Year,108689,Ontario,"42.4120582,-82.2068762"
3536020,Chatham-Kent,House,2200.0,3.0,2.0,0,0,0,2000.0,1 Year,108689,Ontario,"42.4103922,-82.180623"
3536020,Chatham-Kent,Apartment,1550.0,2.0,1.0,0,0,0,750.0,1 Year,108689,Ontario,"42.41036,-82.1991184"
3536020,Chatham-Kent,Apartment,1495.0,2.0,1.0,0,0,1,1000.0,1 Year,108689,Ontario,"42.4086427,-82.2150297"
3536020,Chatham-Kent,Apartment,2850.0,1.5,1.0,0,0,1,1424.0,1 Year,108689,Ontario,"42.4057409,-82.1850005"
3536020,Chatham-Kent,Apartment,2410.0,1.5,1.0,0,0,1,1175.0,1 Year,108689,Ontario,"42.4057409,-82.1850005"
3536020,Chatham-Kent,Apartment,2730.0,1.5,1.0,0,0,1,1276.0,1 Year,108689,Ontario,"42.4057409,-82.1850005"
3536020,Chatham-Kent,Apartment,2890.0,1.5,1.0,0,0,1,1424.0,1 Year,108689,Ontario,"42.4057409,-82.1850005"
3536020,Chatham-Kent,Apartment,2370.0,1.5,1.0,0,0,1,1175.0,1 Year,108689,Ontario,"42.4057409,-82.1850005"
3536020,Chatham-Kent,Apartment,2780.0,2.0,2.0,0,0,1,1230.0,1 Year,108689,Ontario,"42.4057409,-82.1850005"
3536020,Chatham-Kent,Apartment,2680.0,1.5,1.0,0,0,1,1276.0,1 Year,108689,Ontario,"42.4057409,-82.1850005"
3536020,Chatham-Kent,Apartment,2860.0,2.0,2.0,0,0,1,1338.0,1 Year,108689,Ontario,"42.4057409,-82.1850005"
3536020,Chatham-Kent,Duplex/Triplex,2450.0,2.5,2.0,0,1,1,1700.0,1 Year,108689,Ontario,"42.4021906,-82.1786712"
3536020,Chatham-Kent,Apartment,1200.0,2.5,1.0,1,1,1,800.0,1 Year,108689,Ontario,"42.4020906,-82.1788836"
3536020,Chatham-Kent,Apartment,1470.0,1.0,1.0,0,1,1,650.0,1 Year,108689,Ontario,"42.4014582,-82.1975748"
3536020,Chatham-Kent,Apartment,1420.0,1.0,1.0,0,1,1,565.0,1 Year,108689,Ontario,"42.4014582,-82.1975748"
3536020,Chatham-Kent,Apartment,1400.0,2.5,1.0,1,1,1,100.0,Month-to-month,108689,Ontario,"42.4008715,-82.1922577"
3536020,Chatham-Kent,Apartment,1900.0,2.0,1.5,1,1,1,875.0,1 Year,108689,Ontario,"42.4006664,-82.1857326"
3536020,Chatham-Kent,House,1650.0,4.0,1.0,0,0,0,1500.0,1 Year,108689,Ontario,"42.4003767,-82.184534"
3536020,Chatham-Kent,House,2050.0,3.0,3.0,0,0,0,1800.0,1 Year,108689,Ontario,"42.4003767,-82.184534"
3536020,Chatham-Kent,House,2500.0,4.0,2.0,0,0,0,1500.0,1 Year,108689,Ontario,"42.4000404,-82.2112291"
3536020,Chatham-Kent,Duplex/Triplex,1950.0,3.0,1.5,0,0,0,1400.0,1 Year,108689,Ontario,"42.3999087,-82.1882628"
3536020,Chatham-Kent,Condo,1400.0,2.0,1.0,1,1,1,900.0,1 Year,108689,Ontario,"42.3988632,-82.2132887"
3536020,Chatham-Kent,Apartment,1245.0,2.0,1.0,1,1,1,900.0,1 Year,108689,Ontario,"42.3985847,-82.2126087"
3536020,Chatham-Kent,Apartment,1475.0,2.0,1.0,0,1,1,720.0,1 Year,108689,Ontario,"42.3980022,-82.2051349"
3536020,Chatham-Kent,Duplex/Triplex,1100.0,1.0,1.0,0,0,0,700.0,1 Year,108689,Ontario,"42.3961228,-82.1848738"
3536020,Chatham-Kent,Apartment,1740.0,2.0,1.0,0,1,1,751.0,1 Year,108689,Ontario,"42.395896,-82.2078529"
3536020,Chatham-Kent,House,1950.0,3.0,1.0,0,0,0,1200.0,Month-to-month,108689,Ontario,"42.3950359,-82.158955"
3536020,Chatham-Kent,Apartment,1245.0,1.0,1.0,0,1,1,610.0,1 Year,108689,Ontario,"42.3949897,-82.2147325"
3536020,Chatham-Kent,Townhouse,2500.0,3.0,2.0,0,0,0,1200.0,1 Year,108689,Ontario,"42.3947515,-82.1804556"
3536020,Chatham-Kent,House,2500.0,3.0,2.0,0,0,0,1600.0,1 Year,108689,Ontario,"42.3946823,-82.2163885"
3536020,Chatham-Kent,Apartment,1500.0,2.0,1.0,0,1,1,900.0,Month-to-month,108689,Ontario,"42.3943402,-82.217535"
3536020,Chatham-Kent,House,800.0,4.0,2.0,1,1,1,2000.0,1 Year,108689,Ontario,"42.3892802,-82.1892756"
3536020,Chatham-Kent,House,2399.0,3.0,2.0,0,0,0,1403.0,1 Year,108689,Ontario,"42.3876829,-82.1876776"
3536020,Chatham-Kent,Townhouse,2500.0,3.0,2.5,0,0,0,1665.0,1 Year,108689,Ontario,"42.3757039,-82.2050451"
3536020,Chatham-Kent,House,2200.0,3.0,2.0,0,0,0,1530.0,1 Year,108689,Ontario,"42.373444,-82.2063205"
3536020,Chatham-Kent,Apartment,1800.0,2.5,1.0,1,0,0,1200.0,1 Year,108689,Ontario,"42.338015,-81.9998367"
3536020,Chatham-Kent,Apartment,1275.0,2.0,1.0,0,0,0,1300.0,1 Year,108689,Ontario,"42.3109415,-82.1387233"
3536020,Chatham-Kent,Apartment,1295.0,2.0,1.0,0,0,0,800.0,1 Year,108689,Ontario,"42.5956199,-82.3826468"
3536020,Chatham-Kent,Apartment,1250.0,2.0,1.5,1,1,1,850.0,1 Year,108689,Ontario,"42.5895615,-82.1833144"
3536020,Chatham-Kent,Apartment,1399.0,2.0,1.0,1,1,1,850.0,1 Year,108689,Ontario,"42.5932426,-82.3725124"
3536020,Chatham-Kent,Apartment,1390.0,1.0,1.0,0,1,1,610.0,1 Year,108689,Ontario,"42.3949897,-82.2147325"
3536020,Chatham-Kent,Apartment,1500.0,1.0,1.0,0,0,0,800.0,1 Year,108689,Ontario,"42.095061,-82.4629497"
3536020,Chatham-Kent,Apartment,1350.0,2.0,1.0,0,0,0,1000.0,1 Year,108689,Ontario,"42.4136612,-82.1842154"
3536020,Chatham-Kent,Apartment,1100.0,2.0,1.0,0,0,1,750.0,1 Year,108689,Ontario,"42.416493,-82.186828"
3536020,Chatham-Kent,Apartment,1200.0,1.0,1.0,1,1,1,600.0,1 Year,108689,Ontario,"42.4051651,-82.190906"
3536020,Chatham-Kent,Apartment,1700.0,2.5,1.0,0,0,0,1300.0,Month-to-month,108689,Ontario,"42.4018,-82.1816145"
3536020,Chatham-Kent,Apartment,1845.0,2.0,1.0,0,1,1,751.0,1 Year,108689,Ontario,"42.395896,-82.2078529"
3536020,Chatham-Kent,Apartment,1395.0,2.0,1.0,1,1,1,800.0,1 Year,108689,Ontario,"42.4051651,-82.190906"
3536020,Chatham-Kent,Apartment,900.0,1.0,1.0,0,1,1,640.0,1 Year,108689,Ontario,"42.4392003,-81.887149"
3536020,Chatham-Kent,Apartment,1595.0,2.5,1.0,0,0,0,1050.0,Month-to-month,108689,Ontario,"42.4006664,-82.1857326"
3536020,Chatham-Kent,Apartment,1200.0,2.5,1.0,1,1,1,850.0,1 Year,108689,Ontario,"42.403398,-82.17474"
3536020,Chatham-Kent,Apartment,1250.0,2.0,1.0,0,0,1,1.0,Month-to-month,108689,Ontario,"42.405568,-82.2137149"
3536020,Chatham-Kent,Apartment,3390.0,1.5,1.0,0,0,1,1702.0,1 Year,108689,Ontario,"42.4057409,-82.1850005"
3536020,Chatham-Kent,Apartment,1695.0,2.0,1.0,0,1,1,1284.0,1 Year,108689,Ontario,"42.4013833,-82.1819425"
3536020,Chatham-Kent,Apartment,950.0,0.5,1.0,1,1,1,600.0,Month-to-month,108689,Ontario,"42.489783,-82.31786"
3536020,Chatham-Kent,Apartment,1295.0,0.5,1.0,0,1,1,595.0,1 Year,108689,Ontario,"42.4149255,-82.2058144"
3536020,Chatham-Kent,Apartment,1490.0,2.0,1.0,0,1,1,640.0,1 Year,108689,Ontario,"42.3957349,-82.2155817"
3536020,Chatham-Kent,Apartment,1585.0,2.0,1.0,0,1,1,720.0,1 Year,108689,Ontario,"42.3980022,-82.2051349"
3536020,Chatham-Kent,Apartment,1500.0,2.0,1.0,0,0,1,1.0,1 Year,108689,Ontario,"42.58587,-82.3807838"
3536020,Chatham-Kent,Apartment,1350.0,1.0,1.0,0,0,0,900.0,1 Year,108689,Ontario,"42.4109909,-82.1923503"
3536020,Chatham-Kent,Apartment,1250.0,1.0,1.0,1,1,1,630.0,1 Year,108689,Ontario,"42.3990458,-82.1728929"
3536020,Chatham-Kent,Apartment,1645.0,2.0,1.0,0,1,1,810.0,1 Year,108689,Ontario,"42.4149255,-82.2058144"
3536020,Chatham-Kent,Apartment,1288.0,1.5,1.0,1,1,1,550.0,1 Year,108689,Ontario,"42.4373183,-81.8859834"
3536020,Chatham-Kent,Apartment,1095.0,1.0,1.0,0,0,0,750.0,1 Year,108689,Ontario,"42.4094219,-82.1861483"
3536020,Chatham-Kent,Apartment,1295.0,1.0,1.0,0,0,0,1000.0,1 Year,108689,Ontario,"42.4006664,-82.1857326"
3536020,Chatham-Kent,Apartment,1445.0,1.0,1.0,0,1,1,595.0,1 Year,108689,Ontario,"42.4149255,-82.2058144"
3536020,Chatham-Kent,Apartment,1750.0,3.5,1.0,0,0,0,1150.0,1 Year,108689,Ontario,"42.4025588,-82.1885272"
3536020,Chatham-Kent,Apartment,1175.0,1.0,1.0,1,1,1,800.0,1 Year,108689,Ontario,"42.3985847,-82.2126087"
3536020,Chatham-Kent,Apartment,1300.0,0.5,1.0,1,1,1,570.0,1 Year,108689,Ontario,"42.4070132,-82.1876997"
3536020,Chatham-Kent,Apartment,1535.0,1.0,1.0,0,1,1,565.0,1 Year,108689,Ontario,"42.4014582,-82.1975748"
3536020,Chatham-Kent,Apartment,1350.0,1.0,1.0,0,0,0,900.0,1 Year,108689,Ontario,"42.4109909,-82.1923503"
3536020,Chatham-Kent,Apartment,1850.0,3.0,1.0,1,1,1,1000.0,1 Year,108689,Ontario,"42.3876829,-82.1876776"
3536020,Chatham-Kent,Apartment,1540.0,1.0,1.0,0,1,1,618.0,1 Year,108689,Ontario,"42.4138706,-82.2093818"
3536020,Chatham-Kent,Basement,1595.0,2.5,1.0,0,1,1,935.0,1 Year,108689,Ontario,"42.3400761,-81.9907099"
3536020,Chatham-Kent,Condo,1480.0,1.0,1.0,1,1,1,500.0,1 Year,108689,Ontario,"42.408026,-82.1607779"
3536020,Chatham-Kent,Duplex/Triplex,1450.0,3.0,1.0,0,0,0,1100.0,Month-to-month,108689,Ontario,"42.3978978,-82.1840242"
3536020,Chatham-Kent,Condo,1500.0,2.0,1.0,0,1,1,850.0,1 Year,108689,Ontario,"42.3939677,-82.2175162"
3536020,Chatham-Kent,Duplex/Triplex,1450.0,2.0,1.0,0,0,0,950.0,1 Year,108689,Ontario,"42.415441,-82.2072159"
3536020,Chatham-Kent,Duplex/Triplex,1450.0,2.0,1.0,1,1,1,1100.0,1 Year,108689,Ontario,"42.4120582,-82.2068762"
3536020,Chatham-Kent,Duplex/Triplex,1100.0,1.0,1.0,0,0,1,1000.0,1 Year,108689,Ontario,"42.338015,-81.9998367"
3536020,Chatham-Kent,Duplex/Triplex,1200.0,2.0,1.0,0,0,0,450.0,Month-to-month,108689,Ontario,"42.3991583,-82.1827285"
3536020,Chatham-Kent,Condo,1549.0,2.0,1.0,1,1,1,800.0,1 Year,108689,Ontario,"42.401022,-82.21093"
3536020,Chatham-Kent,House,2495.0,4.0,3.0,0,0,0,1300.0,1 Year,108689,Ontario,"42.3959275,-82.2055356"
3536020,Chatham-Kent,House,1800.0,3.0,1.0,0,0,0,1300.0,1 Year,108689,Ontario,"42.4016386,-82.2164735"
3536020,Chatham-Kent,House,2500.0,3.0,2.5,0,0,0,1700.0,1 Year,108689,Ontario,"42.3754817,-82.2071226"
3536020,Chatham-Kent,House,2500.0,3.0,2.5,0,0,0,1800.0,1 Year,108689,Ontario,"42.3754817,-82.2071226"
3536020,Chatham-Kent,House,2600.0,4.0,2.5,0,0,0,1800.0,Month-to-month,108689,Ontario,"42.3921791,-82.2054322"
3536020,Chatham-Kent,House,1950.0,3.0,1.0,0,0,0,1200.0,1 Year,108689,Ontario,"42.385834,-82.188091"
3536020,Chatham-Kent,House,1620.0,2.0,1.0,0,0,0,700.0,1 Year,108689,Ontario,"42.5837699,-82.3784837"
3536020,Chatham-Kent,House,2200.0,4.0,1.5,0,0,0,1200.0,1 Year,108689,Ontario,"42.4177516,-82.1985518"
3536020,Chatham-Kent,House,2450.0,3.0,2.5,0,0,0,1800.0,1 Year,108689,Ontario,"42.3734607,-82.2059228"
3536020,Chatham-Kent,House,1950.0,3.0,1.0,0,0,0,1.0,Month-to-month,108689,Ontario,"42.426045,-82.183806"
3536020,Chatham-Kent,House,2200.0,3.0,2.0,0,0,0,1300.0,1 Year,108689,Ontario,"42.4091929,-82.1783313"
3536020,Chatham-Kent,House,2450.0,4.0,2.0,0,0,0,2200.0,1 Year,108689,Ontario,"42.397239,-82.197322"
3536020,Chatham-Kent,House,2800.0,5.0,2.0,0,0,0,2.0,Month-to-month,108689,Ontario,"42.3980828,-82.172213"
3536020,Chatham-Kent,House,1850.0,2.0,1.5,0,0,0,1000.0,1 Year,108689,Ontario,"42.4106169,-82.188277"
3536020,Chatham-Kent,House,2200.0,2.0,2.0,0,0,0,1600.0,1 Year,108689,Ontario,"42.3876829,-82.1876776"
3536020,Chatham-Kent,House,1795.0,1.0,1.0,0,0,1,900.0,1 Year,108689,Ontario,"42.448388,-82.2407904"
3536020,Chatham-Kent,House,2500.0,5.0,2.5,0,0,0,1900.0,1 Year,108689,Ontario,"42.3745461,-82.2077316"
3536020,Chatham-Kent,Townhouse,1450.0,1.0,1.0,0,1,1,700.0,1 Year,108689,Ontario,"42.603868,-82.366927"
3536020,Chatham-Kent,Townhouse,2200.0,3.0,3.0,0,0,0,1600.0,1 Year,108689,Ontario,"42.3782472,-82.1902366"
3536020,Chatham-Kent,Townhouse,1800.0,2.5,1.0,0,1,1,1.0,1 Year,108689,Ontario,"42.399555,-82.1696975"
3537003,Leamington,Apartment,1500.0,1.0,1.0,1,1,1,600.0,1 Year,30019,Ontario,"42.0539832,-82.5992061"
3537003,Leamington,Apartment,1100.0,1.0,1.0,1,1,1,650.0,1 Year,30019,Ontario,"42.0429228,-82.6257214"
3537003,Leamington,House,2500.0,3.0,2.0,0,0,0,2000.0,1 Year,30019,Ontario,"42.042474,-82.6302914"
3537003,Leamington,Townhouse,2600.0,3.0,1.5,0,0,0,1700.0,1 Year,30019,Ontario,"42.0407179,-82.5826315"
3537003,Leamington,Condo,1900.0,2.0,1.5,0,0,0,950.0,1 Year,30019,Ontario,"42.0267405,-82.5945185"
3537003,Leamington,Apartment,1825.0,2.0,1.0,0,1,1,950.0,1 Year,30019,Ontario,"42.0370606,-82.6052025"
3537003,Leamington,Apartment,1500.0,2.0,1.0,1,1,1,1.0,Month-to-month,30019,Ontario,"42.0522701,-82.5965033"
3537003,Leamington,Apartment,1570.0,1.0,1.0,0,1,1,830.0,1 Year,30019,Ontario,"42.0370606,-82.6052025"
3537003,Leamington,Condo,2250.0,2.0,1.5,0,0,1,950.0,1 Year,30019,Ontario,"42.0286536,-82.5983145"
3537003,Leamington,House,3000.0,2.0,2.0,0,0,0,1400.0,1 Year,30019,Ontario,"42.046865,-82.6045269"
3537003,Leamington,House,2850.0,3.0,1.5,0,0,0,1500.0,Month-to-month,30019,Ontario,"42.0313699,-82.6088339"
3537003,Leamington,House,2600.0,4.0,2.0,0,0,0,2000.0,1 Year,30019,Ontario,"42.0987451,-82.4861053"
3537003,Leamington,House,2650.0,4.0,1.5,0,0,0,2330.0,1 Year,30019,Ontario,"42.0502802,-82.6044002"
3537013,Kingsville,Basement,1250.0,1.5,1.0,1,1,1,900.0,1 Year,23968,Ontario,"42.0463721,-82.7326912"
3537013,Kingsville,House,2975.0,4.0,2.0,0,0,0,2200.0,1 Year,23968,Ontario,"42.0405834,-82.7379014"
3537013,Kingsville,House,2500.0,4.0,2.0,0,0,0,1500.0,1 Year,23968,Ontario,"42.0336908,-82.7432693"
3537013,Kingsville,Apartment,1800.0,2.0,1.0,1,1,1,850.0,Month-to-month,23968,Ontario,"42.0400471,-82.7272763"
3537013,Kingsville,House,2975.0,4.0,2.0,0,0,0,1800.0,1 Year,23968,Ontario,"42.0405834,-82.7379014"
3537013,Kingsville,House,3500.0,3.0,2.0,0,0,0,1800.0,1 Year,23968,Ontario,"42.0318893,-82.7400974"
3537013,Kingsville,House,1950.0,2.5,1.0,0,0,1,1.0,1 Year,23968,Ontario,"42.0413019,-82.7401087"
3537013,Kingsville,House,2200.0,3.0,1.0,0,0,0,1300.0,1 Year,23968,Ontario,"42.0362421,-82.7355571"
3537016,Essex,Apartment,1100.0,1.0,1.0,0,0,0,600.0,1 Year,21823,Ontario,"42.1768449,-82.8244352"
3537016,Essex,Apartment,1860.0,2.0,2.0,0,0,0,919.0,1 Year,21823,Ontario,"42.1710284,-82.825183"
3537016,Essex,Basement,2500.0,2.0,1.0,1,1,1,1100.0,1 Year,21823,Ontario,"42.1609845,-82.8192903"
3537016,Essex,House,2200.0,2.0,1.0,1,1,1,1100.0,1 Year,21823,Ontario,"42.0449923,-82.8845013"
3537016,Essex,Apartment,2200.0,2.0,1.0,1,1,1,1000.0,1 Year,21823,Ontario,"42.0449923,-82.8845013"
3537016,Essex,Apartment,1500.0,2.0,1.0,0,0,0,800.0,Month-to-month,21823,Ontario,"42.0356487,-82.8855961"
